institution,label,city,institution_state,inst_level,statefips
002846,SUNY COLLEGE-NEW PALTZ,NEW PALTZ,NY,I,36
002847,SUNY COLLEGE-ONEONTA,ONEONTA,NY,I,36
002848,SUNY OSWEGO,OSWEGO,NY,I,36
002849,SUNY COLLEGE AT PLATTSBURGH,PLATTSBURGH,NY,I,36
002850,SUNY COLLEGE-POTSDAM,POTSDAM,NY,I,36
002851,SUNY COLLEGE OF ENVIRONMENT SCIENCE AND,SYRACUSE,NY,I,36
002853,SUNY MARITIME COLLEGE,THROGGS NECK,NY,I,36
002854,SUNY COLLEGE OF TECHNOLOGY-ALFRED,ALFRED,NY,I,36
002855,SUNY CANTON COLG OF TECHNOLOGY,CANTON,NY,I,36
002856,SUNY AG & TECH COLLEGE-COBLESKILL,COBLESKILL,NY,I,36
002857,SUNY DELHI,DELHI,NY,I,36
002858,SUNY FARMINGDALE,FARMINGDALE,NY,I,36
002859,SUNY COLLEGE OF AG & TECH AT MORRISVILLE,MORRISVILLE,NY,I,36
002860,ADIRONDACK COMMUNITY COLLEGE,QUEENSBURY,NY,I,36
002861,CAYUGA COMMUNITY COLLEGE,AUBURN,NY,I,36
002862,BROOME COMMUNITY COLLEGE,BINGHAMTON,NY,I,36
002863,CORNING COMMUNITY COLLEGE,CORNING,NY,I,36
002864,DUTCHESS COMMUNITY COLLEGE,POUGHKEEPSIE,NY,I,36
002866,FASHION INSTITUTE OF TECHNOLOGY,NEW YORK,NY,I,36
002867,SUNY FULTON MONTGOMERY COMM CLG,JOHNSTOWN,NY,I,36
002868,HUDSON VALLEY COMMUNITY COLLEGE,TROY,NY,I,36
002869,JAMESTOWN COMMUNITY COLLEGE,JAMESTOWN,NY,I,36
002870,JEFFERSON COMMUNITY COLLEGE,WATERTOWN,NY,I,36
002871,"SUNY, MOHAWK VALLEY COMMUNITY CLG",UTICA,NY,I,36
002872,MONROE COMMUNITY COLLEGE,ROCHESTER,NY,I,36
002873,NASSAU COMMUNITY COLLEGE,GARDEN CITY,NY,I,36
002874,NIAGARA COUNTY COMMUNITY COLLEGE,SANBORN,NY,I,36
002875,ONONDAGA COMMUNITY COLLEGE,SYRACUSE,NY,I,36
002876,ORANGE COUNTY COMMUNITY COLLEGE,MIDDLETOWN,NY,I,36
002877,ROCKLAND COMMUNITY COLLEGE,SUFFERN,NY,I,36
002878,SUFFOLK COMMUNITY COLLEGE,SELDEN,NY,I,36
002879,SULLIVAN COUNTY COMMUNITY COLLEGE,LOCH SHELDRAKE,NY,I,36
002880,ULSTER COUNTY COMMUNITY COLLEGE,STONE RIDGE,NY,I,36
002881,SUNY WESTCHESTER COMMUNITY COLLEGE,VALHALLA,NY,I,36
002882,SYRACUSE UNIVERSITY,SYRACUSE,NY,I,36
002883,UTICA COLLEGE- UTICA,UTICA,NY,I,36
002885,ALBANY COLLEGE OF PHARMACY AND HEALTH SC,ALBANY,NY,I,36
002889,UNION COLLEGE,SCHENECTADY,NY,I,36
002892,UNITED STATES MERCHANT MARINE ACADEMY,GREAT NECK,NY,I,36
002894,UNIVERSITY OF ROCHESTER,ROCHESTER,NY,I,36
002895,VASSAR COLLEGE,POUGHKEEPSIE,NY,I,36
002896,VILLA MARIA COLLEGE-BUFFALO,BUFFALO,NY,I,36
002899,WAGNER COLLEGE,STATEN ISLAND,NY,I,36
002900,WEBB INSTITUTE,GLEN COVE,NY,I,36
002901,WELLS COLLEGE,AURORA,NY,I,36
002903,YESHIVA UNIVERSITY,NEW YORK,NY,I,36
002905,NORTH CAROLINA A&T STATE UNIV,GREENSBORO,NC,I,37
002906,APPALACHIAN STATE UNIVERSITY,BOONE,NC,I,37
002907,UNIVERSITY OF NC AT ASHEVILLE,ASHEVILLE,NC,I,37
002908,BARTON COLLEGE,WILSON,NC,I,37
002910,BELMONT ABBEY COLLEGE,BELMONT,NC,I,37
002911,BENNETT COLLEGE,GREENSBORO,NC,I,37
002912,BREVARD COLLEGE,BREVARD,NC,I,37
002913,CAMPBELL UNIVERSITY,BUIES CREEK,NC,I,37
002914,CATAWBA COLLEGE,SALISBURY,NC,I,37
002915,CENTRAL PIEDMONT COMMUNITY COLLEGE,CHARLOTTE,NC,I,37
002916,CHOWAN UNIVERSITY,MURFREESBORO,NC,I,37
002917,COLLEGE OF THE ALBEMARLE,ELIZABETH CITY,NC,I,37
002918,DAVIDSON COLLEGE,DAVIDSON,NC,I,37
002919,DAVIDSON COUNTY COMMUNITY COLLEGE,LEXINGTON,NC,I,37
002920,DUKE UNIVERSITY,DURHAM,NC,I,37
002923,EAST CAROLINA UNIVERSITY,GREENVILLE,NC,I,37
002926,ELIZABETH CITY STATE UNIVERSITY,ELIZABETH CITY,NC,I,37
002927,ELON UNIVERSITY,ELON,NC,I,37
002928,FAYETTEVILLE STATE UNIVERSITY,FAYETTEVILLE,NC,I,37
002929,GARDNER-WEBB UNIVERSITY,BOILING SPRINGS,NC,I,37
002930,GREENSBORO COLLEGE,GREENSBORO,NC,I,37
002931,GUILFORD COLLEGE,GREENSBORO,NC,I,37
002933,HIGH POINT UNIVERSITY,HIGH POINT,NC,I,37
002934,ISOTHERMAL COMMUNITY COLLEGE,SPINDALE,NC,I,37
002936,JOHNSON C SMITH UNIVERSITY,CHARLOTTE,NC,I,37
002937,KING'S COLLEGE,CHARLOTTE,NC,I,37
002939,LEES MCRAE COLLEGE,BANNER ELK,NC,I,37
002940,LENOIR COMMUNITY COLLEGE,KINSTON,NC,I,37
002941,LENOIR-RHYNE UNIVERSITY,HICKORY,NC,I,37
002942,LIVINGSTONE COLLEGE,SALISBURY,NC,I,37
002943,LOUISBURG COLLEGE,LOUISBURG,NC,I,37
002944,MARS HILL COLLEGE,MARS HILL,NC,I,37
002945,MEREDITH COLLEGE,RALEIGH,NC,I,37
002946,METHODIST UNIVERSITY,FAYETTEVILLE,NC,I,37
002947,MITCHELL COMMUNITY COLLEGE,STATESVILLE,NC,I,37
002948,MONTREAT COLLEGE,MONTREAT,NC,I,37
002949,UNIVERSITY OF MOUNT OLIVE,MOUNT OLIVE,NC,I,37
002950,NORTH CAROLINA CENTRAL UNIVERSITY,DURHAM,NC,I,37
002951,NORTH CAROLINA WESLEYAN COLLEGE,ROCKY MOUNT,NC,I,37
002953,WILLIAM PEACE UNIVERSITY,RALEIGH,NC,I,37
002954,UNIV OF NORTH CAROLINA AT PEMBROKE,PEMBROKE,NC,I,37
002955,PFEIFFER UNIVERSITY,MISENHEIMER,NC,I,37
002956,PIEDMONT INTERNATIONAL UNIVERSITY,WINSTON SALEM,NC,I,37
002957,QUEENS UNIVERSITY OF CHARLOTTE,CHARLOTTE,NC,I,37
002958,ROCKINGHAM COMMUNITY COLLEGE,WENTWORTH,NC,I,37
002960,SALEM COLLEGE,WINSTON-SALEM,NC,I,37
002961,SANDHILLS COMMUNITY COLLEGE,PINEHURST,NC,I,37
002962,SHAW UNIVERSITY,RALEIGH,NC,I,37
002964,SOUTHEASTERN COMMUNITY COLLEGE,WHITEVILLE,NC,I,37
002968,ST AUGUSTINES COLLEGE,RALEIGH,NC,I,37
002970,SURRY COMMUNITY COLLEGE,DOBSON,NC,I,37
002972,NORTH CAROLINA STATE UNIV-RALEIGH,RALEIGH,NC,I,37
002973,GASTON COLLEGE,DALLAS,NC,I,37
002974,UNIVERSITY OF N C-CHAPEL HILL,CHAPEL HILL,NC,I,37
002975,UNIVERSITY OF NC AT CHARLOTTE,CHARLOTTE,NC,I,37
002976,UNIVERSITY OF N C - GREENSBORO,GREENSBORO,NC,I,37
002978,WAKE FOREST UNIV - UNDERGRADUATE,WINSTON-SALEM,NC,I,37
002979,WARREN WILSON COLLEGE,ASHEVILLE,NC,I,37
002981,WESTERN CAROLINA UNIVERSITY,CULLOWHEE,NC,I,37
002982,WESTERN PIEDMONT COMMUNITY COLLEGE,MORGANTON,NC,I,37
002983,WILKES COMMUNITY COLLEGE,WILKESBORO,NC,I,37
002984,UNIVERSITY OF N C-WILMINGTON,WILMINGTON,NC,I,37
002985,WINGATE UNIVERSITY,WINGATE,NC,I,37
002986,WINSTON-SALEM STATE UNIVERSITY,WINSTON-SALEM,NC,I,37
002988,BISMARCK STATE COLLEGE,BISMARCK,ND,I,38
002989,DICKINSON STATE UNIVERSITY,DICKINSON,ND,I,38
002990,UNIVERSITY OF JAMESTOWN,JAMESTOWN,ND,I,38
002991,LAKE REGION STATE COLLEGE,DEVILS LAKE,ND,I,38
002992,UNIVERSITY OF MARY,BISMARCK,ND,I,38
002993,MAYVILLE STATE UNIVERSITY,MAYVILLE,ND,I,38
002994,MINOT STATE UNIVERSITY,MINOT,ND,I,38
002995,DAKOTA COLLEGE AT BOTTINEAU,BOTTINEAU,ND,I,38
002996,NORTH DAKOTA STATE CLG OF SCIENCE,WAHPETON,ND,I,38
002997,NORTH DAKOTA STATE UNIV - FARGO,FARGO,ND,I,38
003005,UNIVERSITY OF NORTH DAKOTA,GRAND FORKS,ND,I,38
003007,WILLISTON STATE COLLEGE,WILLISTON,ND,I,38
003008,VALLEY CITY STATE UNIVERSITY,VALLEY CITY,ND,I,38
003010,ANTIOCH UNIVERSITY,YELLOW SPRINGS,OH,I,39
003011,ART ACADEMY OF CINCINNATI,CINCINNATI,OH,I,39
003012,ASHLAND UNIVERSITY,ASHLAND,OH,I,39
003013,ATHENAEUM OF OHIO,CINCINNATI,OH,I,39
003014,BALDWIN-WALLACE COLLEGE,BEREA,OH,I,39
003016,BLUFFTON UNIVERSITY,BLUFFTON,OH,I,39
003018,BOWLING GREEN STATE UNIVERSITY,BOWLING GREEN,OH,I,39
003023,CAPITAL UNIVERSITY,COLUMBUS,OH,I,39
003025,CEDARVILLE UNIVERSITY,CEDARVILLE,OH,I,39
003026,CENTRAL STATE UNIVERSITY,WILBERFORCE,OH,I,39
003029,CINCINNATI CHRISTIAN UNIVERSITY,CINCINNATI,OH,I,39
003030,OHIO CHRISTIAN UNIVERSITY,CIRCLEVILLE,OH,I,39
003031,CLEVELAND INSTITUTE OF MUSIC,CLEVELAND,OH,I,39
003032,CLEVELAND STATE UNIVERSITY,CLEVELAND,OH,I,39
003033,MOUNT ST. JOSEPH UNIVERSITY,CINCINNATI,OH,I,39
003035,OHIO DOMINICAN UNIVERSITY,COLUMBUS,OH,I,39
003036,FRANCISCAN UNIV OF STEUBENVILLE,STEUBENVILLE,OH,I,39
003037,COLLEGE OF WOOSTER,WOOSTER,OH,I,39
003039,COLUMBUS COLLEGE OF ART AND DESIGN,COLUMBUS,OH,I,39
003040,CUYAHOGA COMMUNITY COLLEGE,CLEVELAND,OH,I,39
003041,"DEFIANCE COLLEGE, THE",DEFIANCE,OH,I,39
003042,DENISON UNIVERSITY,GRANVILLE,OH,I,39
003045,UNIVERSITY OF FINDLAY,FINDLAY,OH,I,39
003046,FRANKLIN UNIVERSITY,COLUMBUS,OH,I,39
003048,HEIDELBERG UNIVERSITY,TIFFIN,OH,I,39
003049,HIRAM COLLEGE,HIRAM,OH,I,39
003050,JOHN CARROLL UNIVERSITY,UNIVERSITY HEIGHTS,OH,I,39
003051,KENT STATE UNIVERSITY,KENT,OH,I,39
003052,KENT STATE UNIVERSITY - ASHTABULA CAMPUS,ASHTABULA,OH,I,39
003054,KENT STATE UNIVERSITY - STARK CAMPUS,CANTON,OH,I,39
003056,KENT STATE UNIVERSITY - EAST LIVERPOOL C,EAST LIVERPOOL,OH,I,39
003059,KENT STATE UNIVERSITY - GEAUGA CAMPUS,BURTON,OH,I,39
003061,KENT STATE UNIVERSITY - SALEM CAMPUS,SALEM,OH,I,39
003062,KENT STATE UNIVERSITY - TUSCARAWAS CAMPU,NEW PHILADELPHIA,OH,I,39
003064,KENT STATE UNIVERSITY - TRUMBULL CAMPUS,WARREN,OH,I,39
003065,KENYON COLLEGE,GAMBIER,OH,I,39
003066,LAKE ERIE COLLEGE,PAINESVILLE,OH,I,39
003068,LORAIN COUNTY COMMUNITY COLLEGE,ELYRIA,OH,I,39
003069,LOURDES COLLEGE,SYLVANIA,OH,I,39
003072,MALONE UNIVERSITY,CANTON,OH,I,39
003073,MARIETTA COLLEGE,MARIETTA,OH,I,39
003077,MIAMI UNIVERSITY,OXFORD,OH,I,39
003078,WRIGHT STATE UNIVERSITY,DAYTON,OH,I,39
003083,UNIVERSITY OF MOUNT UNION,ALLIANCE,OH,I,39
003084,MUSKINGUM UNIVERSITY,NEW CONCORD,OH,I,39
003085,NOTRE DAME COLLEGE OF OHIO,CLEVELAND,OH,I,39
003086,OBERLIN COLLEGE,OBERLIN,OH,I,39
003089,OHIO NORTHERN UNIVERSITY,ADA,OH,I,39
003090,OHIO STATE UNIVERSITY-ALL CAMPUSES,COLUMBUS,OH,I,39
003100,OHIO UNIVERSITY,ATHENS,OH,I,39
003101,"OHIO UNIVERSITY, EASTERN CAMPUS",ST. CLAIRSVILLE,OH,I,39
003102,"OHIO UNIVERSITY, CHILLICOTHE CAMPUS",CHILLICOTHE,OH,I,39
003103,"OHIO UNIVERSITY, SOUTHERN CAMPUS",IRONTON,OH,I,39
003104,"OHIO UNIVERSITY, LANCASTER CAMPUS",LANCASTER,OH,I,39
003108,"OHIO UNIVERSITY, ZANESVILLE CAMPUS",ZANESVILLE,OH,I,39
003109,OHIO WESLEYAN UNIVERSITY,DELAWARE,OH,I,39
003110,OTTERBEIN UNIVERSITY,WESTERVILLE,OH,I,39
003113,PONTIFICAL COLLEGE JOSEPHINUM,COLUMBUS,OH,I,39
003114,FIRELANDS REGIONAL MEDICAL CENTER - SOUT,SANDUSKY,OH,I,39
003115,RABBINICAL COLLEGE OF TELSHE,WICKLIFFE,OH,I,39
003116,UNIV OF RIO GRANDE,RIO GRANDE,OH,I,39
003119,SINCLAIR COMMUNITY COLLEGE,DAYTON,OH,I,39
003121,TIFFIN UNIVERSITY,TIFFIN,OH,I,39
003123,UNIVERSITY OF AKRON,AKRON,OH,I,39
003125,UNIVERSITY OF CINCINNATI,CINCINNATI,OH,I,39
003127,UNIVERSITY OF DAYTON,DAYTON,OH,I,39
003131,UNIVERSITY OF TOLEDO,TOLEDO,OH,I,39
003133,URBANA UNIVERSITY,URBANA,OH,I,39
003134,URSULINE COLLEGE,PEPPER PIKE,OH,I,39
003135,WALSH UNIVERSITY,NORTH CANTON,OH,I,39
003137,CASE WESTERN RESERVE UNIV,CLEVELAND,OH,I,39
003141,WILBERFORCE UNIVERSITY,WILBERFORCE,OH,I,39
003142,WILMINGTON COLLEGE,WILMINGTON,OH,I,39
003143,WITTENBERG UNIVERSITY,SPRINGFIELD,OH,I,39
003144,XAVIER UNIVERSITY,CINCINNATI,OH,I,39
003145,YOUNGSTOWN STATE UNIVERSITY,YOUNGSTOWN,OH,I,39
003146,WESTERN OKLAHOMA STATE COLLEGE,ALTUS,OK,I,40
003147,BACONE COLLEGE,MUSKOGEE,OK,I,40
003149,SOUTHERN NAZARENE UNIVERSITY,BETHANY,OK,I,40
003150,CAMERON UNIVERSITY,LAWTON,OK,I,40
003151,OKLAHOMA WESLEYAN UNIVERSITY,BARTLESVILLE,OK,I,40
003152,UNIV OF CENTRAL OKLAHOMA,EDMOND,OK,I,40
003153,CONNORS STATE COLLEGE,WARNER,OK,I,40
003154,EAST CENTRAL UNIVERSITY,ADA,OK,I,40
003155,EASTERN OKLAHOMA STATE COLLEGE,WILBURTON,OK,I,40
003156,REDLANDS COMMUNITY COLLEGE,EL RENO,OK,I,40
003157,LANGSTON UNIVERSITY,LANGSTON,OK,I,40
003158,MURRAY STATE COLLEGE,TISHOMINGO,OK,I,40
003160,NORTHEASTERN OKLAHOMA A & M COLLEGE,MIAMI,OK,I,40
003161,NORTHEASTERN STATE UNIVERSITY,TAHLEQUAH,OK,I,40
003162,NORTHERN OKLAHOMA COLLEGE,TONKAWA,OK,I,40
003163,NORTHWESTERN OKLAHOMA STATE UNIV,ALVA,OK,I,40
003164,OKLAHOMA BAPTIST UNIVERSITY,SHAWNEE,OK,I,40
003165,OKLAHOMA CHRISTIAN UNIVERSITY,OKLAHOMA CITY,OK,I,40
003166,OKLAHOMA CITY UNIVERSITY,OKLAHOMA CITY,OK,I,40
003167,UNIV OF SCIENCE & ARTS OF OKLAHOMA,CHICKASHA,OK,I,40
003168,ROGERS STATE UNIVERSITY,CLAREMORE,OK,I,40
003170,OKLAHOMA STATE UNIVERSITY,STILLWATER,OK,I,40
003172,OKLAHOMA STATE UNIVERSITY-OKMULGEE,OKMULGEE,OK,I,40
003174,OKLAHOMA PANHANDLE STATE UNIVERSITY,GOODWELL,OK,I,40
003176,CARL ALBERT STATE COLLEGE,POTEAU,OK,I,40
003178,SEMINOLE STATE COLLEGE,SEMINOLE,OK,I,40
003179,SOUTHEASTERN OKLAHOMA STATE UNIV,DURANT,OK,I,40
003180,SOUTHWESTERN CHRISTIAN UNIVERSITY,BETHANY,OK,I,40
003181,SOUTHWESTERN OKLAHOMA STATE UNIV,WEATHERFORD,OK,I,40
003183,SAINT GREGORY'S UNIVERSITY,SHAWNEE,OK,I,40
003184,UNIVERSITY OF OKLAHOMA,NORMAN,OK,I,40
003185,UNIVERSITY OF TULSA,TULSA,OK,I,40
003186,BLUE MOUNTAIN COMMUNITY COLLEGE,PENDLETON,OR,I,41
003188,CENTRAL OREGON COMMUNITY COLLEGE,BEND,OR,I,41
003189,CLATSOP COMMUNITY COLLEGE,ASTORIA,OR,I,41
003191,CONCORDIA UNIVERSITY,PORTLAND,OR,I,41
003193,EASTERN OREGON UNIVERSITY,LA GRANDE,OR,I,41
003194,GEORGE FOX UNIVERSITY,NEWBERG,OR,I,41
003196,LANE COMMUNITY COLLEGE,EUGENE,OR,I,41
003197,LEWIS & CLARK COLLEGE,PORTLAND,OR,I,41
003198,LINFIELD COLLEGE,MCMINNVILLE,OR,I,41
003199,MARYLHURST UNIVERSITY,MARYLHURST,OR,I,41
003203,MOUNT ANGEL SEMINARY,ST BENEDICT,OR,I,41
003204,MOUNT HOOD COMMUNITY COLLEGE,GRESHAM,OR,I,41
003206,MULTNOMAH UNIVERSITY,PORTLAND,OR,I,41
003207,PACIFIC NORTHWEST COLLEGE OF ART,PORTLAND,OR,I,41
003208,NORTHWEST CHRISTIAN UNIVERSITY,EUGENE,OR,I,41
003209,WESTERN OREGON UNIVERSITY,MONMOUTH,OR,I,41
003210,OREGON STATE UNIVERSITY,CORVALLIS,OR,I,41
003211,OREGON INSTITUTE OF TECHNOLOGY,KLAMATH FALLS,OR,I,41
003212,PACIFIC UNIVERSITY,FOREST GROVE,OR,I,41
003213,PORTLAND COMMUNITY COLLEGE,PORTLAND,OR,I,41
003216,PORTLAND STATE UNIVERSITY,PORTLAND,OR,I,41
003217,REED COLLEGE,PORTLAND,OR,I,41
003218,CHEMEKETA COMMUNITY COLLEGE,SALEM,OR,I,41
003219,SOUTHERN OREGON UNIVERSITY,ASHLAND,OR,I,41
003220,SOUTHWESTERN OREGON COMMUNITY CLG,COOS BAY,OR,I,41
003221,TREASURE VALLEY COMMUNITY COLLEGE,ONTARIO,OR,I,41
003222,UMPQUA COMMUNITY COLLEGE,ROSEBURG,OR,I,41
003223,UNIVERSITY OF OREGON,EUGENE,OR,I,41
003224,UNIVERSITY OF PORTLAND,PORTLAND,OR,I,41
003225,WARNER PACIFIC COLLEGE,PORTLAND,OR,I,41
003227,WILLAMETTE UNIVERSITY,SALEM,OR,I,41
003228,BRYN ATHYN COLLEGE OF THE NEW CHURCH,BRYN ATHYN,PA,I,42
003229,ALBRIGHT COLLEGE,READING,PA,I,42
003230,ALLEGHENY COLLEGE,MEADVILLE,PA,I,42
003231,COMMUNITY COLLEGE OF ALLEGHENY COUNTY,PITTSBURGH,PA,I,42
003233,ALVERNIA UNIVERSITY,READING,PA,I,42
003235,ARCADIA UNIVERSITY,GLENSIDE,PA,I,42
003237,BRYN MAWR COLLEGE,BRYN MAWR,PA,I,42
003238,BUCKNELL UNIVERSITY,LEWISBURG,PA,I,42
003239,BUCKS COUNTY COMMUNITY COLLEGE,NEWTOWN,PA,I,42
003240,BUTLER COUNTY COMMUNITY COLLEGE,BUTLER,PA,I,42
003241,CABRINI UNIVERSITY,RADNOR,PA,I,42
003242,CARNEGIE-MELLON UNIVERSITY,PITTSBURGH,PA,I,42
003243,CEDAR CREST COLLEGE,ALLENTOWN,PA,I,42
003244,CHATHAM UNIVERSITY,PITTSBURGH,PA,I,42
003245,CHESTNUT HILL COLLEGE,PHILADELPHIA,PA,I,42
003247,MISERICORDIA  UNIVERSITY,DALLAS,PA,I,42
003249,COMMUNITY COLLEGE OF PHILADELPHIA,PHILADELPHIA,PA,I,42
003251,CURTIS INSTITUTE OF MUSIC,PHILADELPHIA,PA,I,42
003252,DELAWARE VALLEY UNIVERSITY,DOYLESTOWN,PA,I,42
003253,DICKINSON COLLEGE,CARLISLE,PA,I,42
003256,DREXEL UNIVERSITY,PHILADELPHIA,PA,I,42
003258,DUQUESNE UNIVERSITY,PITTSBURGH,PA,I,42
003259,EASTERN UNIVERSITY,ST DAVIDS,PA,I,42
003262,ELIZABETHTOWN COLLEGE,ELIZABETHTOWN,PA,I,42
003265,FRANKLIN & MARSHALL COLLEGE,LANCASTER,PA,I,42
003266,GANNON UNIVERSITY,ERIE,PA,I,42
003267,GENEVA COLLEGE,BEAVER FALLS,PA,I,42
003268,GETTYSBURG COLLEGE,GETTYSBURG,PA,I,42
003270,GWYNEDD MERCY UNIVERSITY,GWYNEDD VALLEY,PA,I,42
003272,HARCUM COLLEGE,BRYN MAWR,PA,I,42
003273,HARRISBURG AREA COMMUNITY COLLEGE,HARRISBURG,PA,I,42
003274,HAVERFORD COLLEGE,HAVERFORD,PA,I,42
003275,HOLY FAMILY UNIVERSITY,PHILADELPHIA,PA,I,42
003276,IMMACULATA UNIVERSITY,IMMACULATA,PA,I,42
003277,INDIANA UNIVERSITY OF PENNSYLVANIA,INDIANA,PA,I,42
003279,JUNIATA COLLEGE,HUNTINGDON,PA,I,42
003280,KEYSTONE COLLEGE,LA PLUME,PA,I,42
003282,KINGS COLLEGE,WILKES-BARRE,PA,I,42
003283,LACKAWANNA COLLEGE,SCRANTON,PA,I,42
003284,LAFAYETTE COLLEGE,EASTON,PA,I,42
003285,LANCASTER BIBLE COLLEGE,LANCASTER,PA,I,42
003287,LASALLE UNIVERSITY,PHILADELPHIA,PA,I,42
003288,LEBANON VALLEY COLLEGE,ANNVILLE,PA,I,42
003289,LEHIGH UNIVERSITY,BETHLEHEM,PA,I,42
003290,LINCOLN UNIVERSITY,LINCOLN UNIVERSITY,PA,I,42
003293,LYCOMING COLLEGE,WILLIAMSPORT,PA,I,42
003294,MANOR COLLEGE,JENKINTOWN,PA,I,42
003296,MARYWOOD UNIVERSITY,SCRANTON,PA,I,42
003297,MERCYHURST UNIVERSITY,ERIE,PA,I,42
003298,MESSIAH COLLEGE,GRANTHAM,PA,I,42
003300,MOORE COLLEGE OF ART & DESIGN,PHILADELPHIA,PA,I,42
003301,MORAVIAN COLLEGE,BETHLEHEM,PA,I,42
003302,MOUNT ALOYSIUS COLLEGE,CRESSON,PA,I,42
003303,CARLOW UNIVERSITY,PITTSBURGH,PA,I,42
003304,MUHLENBERG COLLEGE,ALLENTOWN,PA,I,42
003306,UNIVERSITY OF VALLEY FORGE,PHOENIXVILLE,PA,I,42
003309,PEIRCE COLLEGE,PHILADELPHIA,PA,I,42
003311,SALUS UNIVERSITY,ELKINS PARK,PA,I,42
003313,WIDENER UNIVERSITY,CHESTER,PA,I,42
003315,BLOOMSBURG UNIVERSITY OF PA,BLOOMSBURG,PA,I,42
003316,CALIFORNIA UNIV OF PENNSYLVANIA,CALIFORNIA,PA,I,42
003317,CHEYNEY UNIVERSITY OF PENNSYLVANIA,CHEYNEY,PA,I,42
003318,CLARION UNIVERSITY OF PENNSYLVANIA,CLARION,PA,I,42
003320,EAST STROUDSBURG UNIVERSITY,EAST STROUDSBURG,PA,I,42
003321,EDINBORO UNIVERSITY OF PENNSYLVANIA,EDINBORO,PA,I,42
003322,KUTZTOWN UNIVERSITY OF PENNSYLVANIA,KUTZTOWN,PA,I,42
003323,LOCK HAVEN UNIV OF PENNSYLVANIA,LOCK HAVEN,PA,I,42
003324,MANSFIELD UNIVERSITY,MANSFIELD,PA,I,42
003325,MILLERSVILLE UNIVERSITY OF PA,MILLERSVILLE,PA,I,42
003326,SHIPPENSBURG UNIVERSITY,SHIPPENSBURG,PA,I,42
003327,SLIPPERY ROCK UNIVERSITY,SLIPPERY ROCK,PA,I,42
003328,WEST CHESTER UNIVERSITY,WEST CHESTER,PA,I,42
003329,PENNSYLVANIA STATE UNIVERSITY (THE),UNIVERSITY PARK,PA,I,42
003350,UNIVERSITY OF THE ARTS (THE),PHILADELPHIA,PA,I,42
003351,CAIRN UNIVERSITY,LANGHORNE,PA,I,42
003353,UNIVERSITY OF THE SCIENCES IN PHILADELPH,PHILADELPHIA,PA,I,42
003357,POINT PARK UNIVERSITY,PITTSBURGH,PA,I,42
003359,ROBERT MORRIS UNIVERSITY,MOON TOWNSHIP,PA,I,42
003360,ROSEMONT COLLEGE,ROSEMONT,PA,I,42
003362,SETON HILL UNIVERSITY,GREENSBURG,PA,I,42
003366,SAINT FRANCIS UNIVERSITY,LORETTO,PA,I,42
003367,SAINT JOSEPH'S UNIVERSITY,PHILADELPHIA,PA,I,42
003368,ST VINCENT COLLEGE,LATROBE,PA,I,42
003369,SUSQUEHANNA UNIVERSITY,SELINSGROVE,PA,I,42
003370,SWARTHMORE COLLEGE,SWARTHMORE,PA,I,42
003371,TEMPLE UNIVERSITY,PHILADELPHIA,PA,I,42
003375,THEOLOGICAL SEMINARY REFORMED EPISCOPAL,BLUEBELL,PA,I,42
003376,THIEL COLLEGE,GREENVILLE,PA,I,42
003378,UNIVERSITY OF PENNSYLVANIA,PHILADELPHIA,PA,I,42
003384,UNIVERSITY OF SCRANTON,SCRANTON,PA,I,42
003385,URSINUS COLLEGE,COLLEGEVILLE,PA,I,42
003386,VALLEY FORGE MILITARY COLLEGE,WAYNE,PA,I,42
003388,VILLANOVA UNIVERSITY,VILLANOVA,PA,I,42
003389,WASHINGTON & JEFFERSON COLLEGE,WASHINGTON,PA,I,42
003391,WAYNESBURG UNIVERSITY,WAYNESBURG,PA,I,42
003392,WESTMINSTER COLLEGE,NEW WILMINGTON,PA,I,42
003394,WILKES UNIVERSITY,WILKES-BARRE,PA,I,42
003395,PENNSYLVANIA COLLEGE OF TECHNOLOGY,WILLIAMSPORT,PA,I,42
003396,WILSON COLLEGE,CHAMBERSBURG,PA,I,42
003399,YORK COLLEGE OF PENNSYLVANIA,YORK,PA,I,42
003401,BROWN UNIVERSITY,PROVIDENCE,RI,I,44
003402,BRYANT UNIVERSITY,SMITHFIELD,RI,I,44
003404,JOHNSON & WALES UNIVERSITY,PROVIDENCE,RI,I,44
003406,PROVIDENCE COLLEGE,PROVIDENCE,RI,I,44
003407,RHODE ISLAND COLLEGE,PROVIDENCE,RI,I,44
003409,RHODE ISLAND SCHOOL OF DESIGN,PROVIDENCE,RI,I,44
003410,ROGER WILLIAMS UNIVERSITY,BRISTOL,RI,I,44
003411,SALVE REGINA UNIVERSITY,NEWPORT,RI,I,44
003414,UNIVERSITY OF RHODE ISLAND,KINGSTON,RI,I,44
003417,ALLEN UNIVERSITY,COLUMBIA,SC,I,45
003418,ANDERSON UNIVERSITY,ANDERSON,SC,I,45
003419,CHARLESTON SOUTHERN UNIVERSITY,CHARLESTON,SC,I,45
003420,BENEDICT COLLEGE,COLUMBIA,SC,I,45
003421,BOB JONES UNIVERSITY,GREENVILLE,SC,I,45
003422,SOUTHERN WESLEYAN UNIVERSITY,CENTRAL,SC,I,45
003423,THE CITADEL,CHARLESTON,SC,I,45
003424,CLAFLIN UNIVERSITY,ORANGEBURG,SC,I,45
