type,Description,Explanation,url
qwi,Quarterly Workforce Indicators Public Use Counts (QWIPU),"The Quarterly Workforce Indicators (QWI) are a set of economic indicators including employment, job creation, earnings, and other measures of employment flows. The QWI are reported using detailed firm characteristics (geography, industry, age, size) and worker demographics information (sex, age, education, race, ethnicity).",http://lehd.ces.census.gov/data/#qwi

